capsule,dtypes,failure_plane,family,input_elements,kind,l2_cycles,l2_engine,l2_sim_s,l2_status,l2_wall_s,l3_cycles,l3_engine,l3_evidence,l3_sim_s,l3_status,l3_wall_s,max_tensor_elements,numeric_status,operation,required_tiers,shape_regime,shape_signature,status,target
A6_resident_reuse,i8,,contraction,768,isa,1408,spike_gemmini_functional,0.007,pass,0.221,2561,gsim,carried pass,,pass,,256,pass,resident_reuse,L0+L1+L2+L3,aligned,16x16 + 16x16 + 16x16,pass,gemmini
A7_edge_padding,i8,,contraction,768,isa,101,spike_gemmini_functional,0.016,pass,5.845,436,gsim,carried pass,,pass,,480,pass,matmul,L0+L1+L2+L3,irregular,24x12 + 20x24,pass,gemmini
B2_linear_acc_scale_relu_i8,i8,,contraction,1024,layer,61,spike_gemmini_functional,0.026,pass,6.721,332,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
C7_attention_qk_i8,i8,,contraction,1024,model_slice,2755,spike_gemmini_functional,0.012,pass,6.822,4999,gsim,carried pass,,pass,,512,pass,attention_qk,L0+L1+L2+L3,aligned,16x32 + 16x32,pass,gemmini
FT00_movement_tail_15x15,i8,,movement,225,isa,38,spike_gemmini_functional,0.012,pass,6.175,201,gsim,carried pass,,pass,,225,pass,movement,L0+L1+L2+L3,irregular,15x15,pass,gemmini
GM0_deep_k_fits_single_i8,i8,,contraction,196608,layer,6928,spike_gemmini_functional,0.024,pass,2.376,25386,gsim,carried pass,,pass,,98304,pass,matmul,L0+L1+L2+L3,skewed,6144x16 + 16x6144,pass,gemmini
GN0_layernorm_host_only_bf16_pt,bf16,lanes,normalization,576,model_slice,59296,spike_gemmini_functional,0.014,pass,2.839,97771,gsim,carried pass,,pass,,512,pass,layernorm,L0+L1+L2+L3,aligned,16x32 + 32 + 32,incomplete,gemmini
GP2_conv2d_maxpool_i8,i8,,contraction,832,layer,3673,spike_gemmini_functional,0.009,pass,5.858,4674,gsim,carried pass,,pass,,576,pass,conv2d,L0+L1+L2+L3,skewed,36x16 + 1x8x8x4,pass,gemmini
SY_app_contraction_i8_aligned_fits_double_rank2_squareish_gemm_l2,i8,,contraction,81920,layer,4190,spike_gemmini_functional,0.038,pass,1.46,22069,gsim,carried pass,,pass,,49152,pass,matmul,L0+L1+L2,aligned,512x64 + 96x512,pass,gemmini
SY_conv_k16x16_s16x16_d1x1_padUNKNOWN,i8,,contraction,32768,layer,807,spike_gemmini_functional,0.01,pass,5.381,4920,gsim,carried pass,,pass,,16384,pass,conv2d,L0+L1+L2+L3,skewed,1024x16 + 1x64x64x4,pass,gemmini
SY_epilogue_bias_add,i32+i8,,contraction,1040,layer,67,spike_gemmini_functional,0.014,pass,6.123,396,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32 + 16,pass,gemmini
SY_epilogue_requant,i8,,contraction,1024,layer,3044,spike_gemmini_functional,0.023,pass,5.966,4253,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_geometry_odd_tail_heavy,i8,,contraction,246784,isa,81583,spike_gemmini_functional,0.398,pass,8.611,,,failed,,fail,1201.373,196608,pass,matmul,L0+L1+L2,odd tail,256x768 + 196x256,pass,gemmini
SY_host_lane_attention_bf16,bf16,,attention,1536,model_slice,352888,spike_gemmini_functional,0.019,pass,1.472,583244,gsim,carried pass,,pass,,512,pass,attention_full,L0+L1+L2+L3,aligned,16x32 + 16x32 + 16x32,pass,gemmini
SY_host_lane_contraction_bf16,bf16,,contraction,68,model_slice,17084,spike_gemmini_functional,0.013,pass,4.136,25443,gsim,carried pass,,pass,,64,pass,depthwise_conv2d,L0+L1+L2+L3,skewed,1x1x8x8 + 1x1x2x2,pass,gemmini
SY_host_lane_elementwise_map_f32,f32,,elementwise map,512,model_slice,40226,spike_gemmini_functional,0.02,pass,5.17,91013,gsim,carried pass,,pass,,512,pass,gelu,L0+L1+L2+L3,aligned,16x32,pass,gemmini
SY_host_lane_reduction_bf16,bf16,,reduction,512,model_slice,7394,spike_gemmini_functional,0.012,pass,4.589,12565,gsim,carried pass,,pass,,512,pass,reduce_sum,L0+L1+L2+L3,aligned,16x32,pass,gemmini
SY_host_lane_softmax_bf16,bf16,,softmax,512,model_slice,59394,spike_gemmini_functional,0.012,pass,3.089,127171,gsim,carried pass,,pass,,512,pass,softmax,L0+L1+L2+L3,aligned,16x32,pass,gemmini
SY_kdepth_fits_double,i8,,contraction,131072,layer,4625,spike_gemmini_functional,0.025,pass,2.562,16048,gsim,carried pass,,pass,,65536,pass,matmul,L0+L1+L2+L3,skewed,4096x16 + 16x4096,pass,gemmini
SY_rank_contraction_batched,i8,,contraction,2048,model_slice,87,spike_gemmini_functional,0.011,pass,5.943,546,gsim,carried pass,,pass,,1024,pass,gemv_batched,L0+L1+L2+L3,skewed,2x32x16 + 2x16x32,pass,gemmini
A0_config_smoke,i8,,contraction,512,isa,50,spike_gemmini_functional,0.016,pass,6.235,304,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
A1_mvin_mvout,i8,,movement,256,isa,34,spike_gemmini_functional,0.014,pass,5.479,148,gsim,carried pass,,pass,,256,pass,movement,L0+L1+L2+L3,aligned,16x16,pass,gemmini
A2_single_tile_matmul,i8,,contraction,512,isa,50,spike_gemmini_functional,0.014,pass,5.903,304,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
A3_k_accumulation,i8,,contraction,1024,isa,63,spike_gemmini_functional,0.016,pass,5.728,374,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
A4_acc_scale_i8,i8,,contraction,512,isa,48,spike_gemmini_functional,0.011,pass,5.574,269,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
A5_relu_epilogue,i8,,contraction,512,isa,1384,spike_gemmini_functional,0.017,pass,6.494,2413,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
B0_quantized_linear_i8,i8,,contraction,1024,layer,61,spike_gemmini_functional,0.021,pass,5.215,332,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
B1_linear_relu_i8,i8,,contraction,1024,layer,1412,spike_gemmini_functional,0.012,pass,5.927,2466,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
B3_conv2d_im2col_i8,i8,,contraction,544,layer,150,spike_gemmini_functional,0.016,pass,5.661,696,gsim,carried pass,,pass,,288,pass,conv2d,L0+L1+L2+L3,skewed,36x8 + 1x8x8x4,pass,gemmini
B4_conv2d_relu_i8,i8,,contraction,544,layer,1739,spike_gemmini_functional,0.016,pass,5.7,3574,gsim,carried pass,,pass,,288,pass,conv2d,L0+L1+L2+L3,skewed,36x8 + 1x8x8x4,pass,gemmini
C0_mlp_linear1,i8,,contraction,5120,model_slice,183,spike_gemmini_functional,0.013,pass,5.341,1359,gsim,carried pass,,pass,,4096,pass,matmul,L0+L1+L2+L3,aligned,64x64 + 16x64,pass,gemmini
C1_mlp_activation_linear2,i8,,contraction,5120,model_slice,8524,spike_gemmini_functional,0.014,pass,4.025,11653,gsim,carried pass,,pass,,4096,pass,matmul,L0+L1+L2+L3,aligned,64x64 + 16x64,pass,gemmini
C2_attention_q_projection,i8,,contraction,2048,model_slice,79,spike_gemmini_functional,0.012,pass,5.501,515,gsim,carried pass,,pass,,1024,pass,matmul,L0+L1+L2+L3,projection,64x16 + 16x64,pass,gemmini
C3_attention_k_projection,i8,,contraction,2048,model_slice,79,spike_gemmini_functional,0.013,pass,5.968,515,gsim,carried pass,,pass,,1024,pass,matmul,L0+L1+L2+L3,projection,64x16 + 16x64,pass,gemmini
C4_attention_v_projection,i8,,contraction,2048,model_slice,79,spike_gemmini_functional,0.016,pass,5.28,515,gsim,carried pass,,pass,,1024,pass,matmul,L0+L1+L2+L3,projection,64x16 + 16x64,pass,gemmini
C5_attention_qk_matmul,i8,,contraction,512,model_slice,50,spike_gemmini_functional,0.021,pass,5.443,304,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
C6_attention_pv_matmul,i8,,contraction,512,model_slice,50,spike_gemmini_functional,0.017,pass,6.302,304,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
FE00_fused_epilogue_tail_15x16x17,i8,,contraction,512,isa,64,spike_gemmini_functional,0.226,pass,4.591,327,gsim,carried pass,,pass,,272,pass,matmul,L0+L1+L2+L3,irregular,16x17 + 15x16,pass,gemmini
FE01_fused_epilogue_tail_15x32x17,i8,,contraction,1024,isa,81,spike_gemmini_functional,0.258,pass,12.283,459,gsim,carried pass,,pass,,544,pass,matmul,L0+L1+L2+L3,irregular,32x17 + 15x32,pass,gemmini
FT01_movement_tail_17x15,i8,,movement,255,isa,49,spike_gemmini_functional,0.072,pass,11.755,209,gsim,carried pass,,pass,,255,pass,movement,L0+L1+L2+L3,irregular,17x15,pass,gemmini
GB0_batched_matmul_i8,i8,,contraction,2048,layer,87,spike_gemmini_functional,0.176,pass,12.534,546,gsim,carried pass,,pass,,1024,pass,gemv_batched,L0+L1+L2+L3,skewed,2x32x16 + 2x16x32,pass,gemmini
GC0_conv2d_i8,i8,,contraction,544,layer,150,spike_gemmini_functional,0.301,pass,12.996,696,gsim,carried pass,,pass,,288,pass,conv2d,L0+L1+L2+L3,skewed,36x8 + 1x8x8x4,pass,gemmini
GC7_conv2d_pad_i8,i8,,contraction,544,layer,165,spike_gemmini_functional,0.088,pass,11.753,896,gsim,carried pass,,pass,,288,pass,conv2d,L0+L1+L2+L3,skewed,36x8 + 1x8x8x4,pass,gemmini
GC8_conv2d_stride2_i8,i8,,contraction,544,layer,77,spike_gemmini_functional,0.051,pass,12.993,361,gsim,carried pass,,pass,,288,pass,conv2d,L0+L1+L2+L3,skewed,36x8 + 1x8x8x4,pass,gemmini
GM1_deep_k_spills_i8,i8,,contraction,262656,layer,8440,spike_gemmini_functional,0.251,pass,13.971,35115,gsim,carried pass,,pass,,131328,pass,matmul,L0+L1+L2+L3,spill/stress,8208x16 + 16x8208,pass,gemmini
GP0_matmul_maxpool_i8,i8,,contraction,512,layer,1629,spike_gemmini_functional,0.143,pass,12.47,2143,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
GP1_matmul_maxpool_tail_i8,i8,,contraction,672,layer,1763,spike_gemmini_functional,0.176,pass,13.399,2461,gsim,carried pass,,pass,,400,pass,matmul,L0+L1+L2+L3,irregular,16x17 + 25x16,pass,gemmini
GS0_matmul_spec,i8,,contraction,512,isa,50,spike_gemmini_functional,0.175,pass,11.664,304,gsim,carried pass,,pass,,256,pass,matmul,L0+L1+L2+L3,aligned,16x16 + 16x16,pass,gemmini
SY_app_contraction_i8_aligned_fits_double_rank2_squareish_gemm_l3,i8,,contraction,32768,layer,881,spike_gemmini_functional,0.131,pass,12.723,5040,gsim,carried pass,,pass,,24576,pass,matmul,L0+L1+L2+L3,aligned,512x16 + 48x512,pass,gemmini
SY_app_contraction_i8_aligned_fits_double_rank2_wide_skinny_l2,i8,,contraction,38912,layer,4929,spike_gemmini_functional,0.162,pass,8.844,,,failed,,fail,1210.169,32768,pass,matmul,L0+L1+L2,aligned,64x512 + 96x64,pass,gemmini
SY_app_contraction_i8_aligned_fits_double_rank2_wide_skinny_l3,i8,,contraction,4096,layer,150,spike_gemmini_functional,0.24,pass,12.659,1002,gsim,carried pass,,pass,,3072,pass,matmul,L0+L1+L2+L3,aligned,64x16 + 48x64,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_gemv_like_l2,i8,,contraction,2112,layer,122,spike_gemmini_functional,0.211,pass,14.715,625,gsim,carried pass,,pass,,2048,pass,matmul,L0+L1+L2,partial tile,32x64 + 2x32,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_gemv_like_l3,i8,,contraction,2048,layer,101,spike_gemmini_functional,0.269,pass,13.884,680,gsim,carried pass,,pass,,1536,pass,matmul,L0+L1+L2+L3,partial tile,32x48 + 16x32,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_projection_like_l2,i8,,contraction,512,layer,134,spike_gemmini_functional,0.598,pass,13.089,707,gsim,carried pass,,pass,,384,pass,matmul,L0+L1+L2,partial tile,128x3 + 1x128,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_projection_like_l3,i8,,contraction,4096,layer,133,spike_gemmini_functional,0.181,pass,13.309,865,gsim,carried pass,,pass,,2048,pass,matmul,L0+L1+L2+L3,partial tile,128x16 + 16x128,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_squareish_gemm_l2,i8,,contraction,19232,layer,4368,spike_gemmini_functional,0.806,pass,13.263,,,failed,,fail,1213.476,11040,pass,matmul,L0+L1+L2,partial tile,32x256 + 345x32,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_squareish_gemm_l3,i8,,contraction,2048,layer,94,spike_gemmini_functional,0.159,pass,11.953,648,gsim,carried pass,,pass,,1536,pass,matmul,L0+L1+L2+L3,partial tile,32x16 + 48x32,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_wide_skinny_l2,i8,,contraction,8576,layer,319,spike_gemmini_functional,0.213,pass,11.716,1974,gsim,carried pass,,pass,,8192,pass,matmul,L0+L1+L2,partial tile,64x128 + 6x64,pass,gemmini
SY_app_contraction_i8_partial_fits_double_rank2_wide_skinny_l3,i8,,contraction,4096,layer,158,spike_gemmini_functional,0.345,pass,13.944,1080,gsim,carried pass,,pass,,3072,pass,matmul,L0+L1+L2+L3,partial tile,64x48 + 16x64,pass,gemmini
SY_contraction_i8_aligned,i8,,contraction,1024,isa,63,spike_gemmini_functional,0.299,pass,12.445,374,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_contraction_i8_partial,i8,,contraction,961,isa,68,spike_gemmini_functional,0.181,pass,11.029,373,gsim,carried pass,,pass,,496,pass,matmul,L0+L1+L2+L3,partial tile,31x15 + 16x31,pass,gemmini
SY_contraction_i8_sub_tile,i8,,contraction,24,isa,50,spike_gemmini_functional,0.131,pass,12.079,211,gsim,carried pass,,pass,,16,pass,matmul,L0+L1+L2+L3,sub-tile,4x4 + 2x4,pass,gemmini
SY_conv_k3x3_s1x1_d1x1_pad1x1,i8,,contraction,640,layer,75,spike_gemmini_functional,0.235,pass,12.136,432,gsim,carried pass,,pass,,576,pass,conv2d,L0+L1+L2+L3,skewed,36x16 + 1x4x4x4,pass,gemmini
SY_conv_k3x3_s1x1_d1x1_pad1x1_2x2_indilated2x2,i8,,contraction,612,layer,75,spike_gemmini_functional,0.674,pass,12.989,432,gsim,carried pass,,pass,,576,pass,conv2d,L0+L1+L2+L3,skewed,36x16 + 1x3x3x4,pass,gemmini
SY_conv_k3x3_s1x1_d1x1_padUNKNOWN,i8,,contraction,720,layer,75,spike_gemmini_functional,0.269,pass,11.439,432,gsim,carried pass,,pass,,576,pass,conv2d,L0+L1+L2+L3,skewed,36x16 + 1x6x6x4,pass,gemmini
SY_conv_k3x3_s2x2_d1x1_pad1x1,i8,,contraction,772,layer,75,spike_gemmini_functional,0.234,pass,12.506,432,gsim,carried pass,,pass,,576,pass,conv2d,L0+L1+L2+L3,skewed,36x16 + 1x7x7x4,pass,gemmini
SY_conv_k4x4_s4x4_d1x1_padUNKNOWN,i8,,contraction,2048,layer,79,spike_gemmini_functional,0.245,pass,12.231,515,gsim,carried pass,,pass,,1024,pass,conv2d,L0+L1+L2+L3,skewed,64x16 + 1x16x16x4,pass,gemmini
SY_conv_k5x5_s1x1_d1x1_padUNKNOWN,i8,,contraction,1856,layer,123,spike_gemmini_functional,0.214,pass,13.194,778,gsim,carried pass,,pass,,1600,pass,conv2d,L0+L1+L2+L3,skewed,100x16 + 1x8x8x4,pass,gemmini
SY_conv_k7x7_s1x1_d1x1_padUNKNOWN,i8,,contraction,3536,layer,190,spike_gemmini_functional,0.15,pass,12.293,1260,gsim,carried pass,,pass,,3136,pass,conv2d,L0+L1+L2+L3,skewed,196x16 + 1x10x10x4,pass,gemmini
SY_conv_k7x7_s4x4_d1x1_pad3x3,i8,,contraction,3812,layer,190,spike_gemmini_functional,0.494,pass,13.907,1260,gsim,carried pass,,pass,,3136,pass,conv2d,L0+L1+L2+L3,skewed,196x16 + 1x13x13x4,pass,gemmini
SY_conv_k8x8_s8x8_d1x1_padUNKNOWN,i8,,contraction,8192,layer,218,spike_gemmini_functional,0.153,pass,13.81,1432,gsim,carried pass,,pass,,4096,pass,conv2d,L0+L1+L2+L3,skewed,256x16 + 1x32x32x4,pass,gemmini
SY_elementwise_map_i8_aligned,i8,,contraction,1024,isa,1412,spike_gemmini_functional,0.044,pass,13.28,2466,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_elementwise_map_i8_partial,i8,,contraction,961,isa,1337,spike_gemmini_functional,0.158,pass,7.517,2368,gsim,carried pass,,pass,,496,pass,matmul,L0+L1+L2+L3,partial tile,31x15 + 16x31,pass,gemmini
SY_elementwise_map_i8_sub_tile,i8,,contraction,24,isa,92,spike_gemmini_functional,0.275,pass,15.273,352,gsim,carried pass,,pass,,16,pass,matmul,L0+L1+L2+L3,sub-tile,4x4 + 2x4,pass,gemmini
SY_epilogue_acc_scale,i8,,contraction,1024,layer,60,spike_gemmini_functional,0.696,pass,16.348,335,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_epilogue_maxpool,i8,,contraction,1024,layer,1642,spike_gemmini_functional,0.139,pass,17.33,2133,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_epilogue_relu,i8,,contraction,1024,layer,1412,spike_gemmini_functional,0.789,pass,15.76,2466,gsim,carried pass,,pass,,512,pass,matmul,L0+L1+L2+L3,aligned,32x16 + 16x32,pass,gemmini
SY_geometry_projection_like,i8,,contraction,103680,isa,7799,spike_gemmini_functional,0.2,pass,18.29,36563,gsim,carried pass,,pass,,76800,pass,matmul,L0+L1+L2,projection,480x160 + 56x480,pass,gemmini
SY_geometry_squareish_gemm,i8,,contraction,344064,isa,72470,spike_gemmini_functional,0.301,pass,6.068,,,failed,,fail,1200.556,196608,pass,matmul,L0+L1+L2,square,768x192 + 256x768,pass,gemmini
SY_host_lane_contraction_f32,f32,,contraction,68,model_slice,17217,spike_gemmini_functional,0.161,pass,17.134,24440,gsim,carried pass,,pass,,64,pass,depthwise_conv2d,L0+L1+L2+L3,skewed,1x1x8x8 + 1x1x2x2,pass,gemmini
SY_host_lane_elementwise_map_bf16,bf16,,elementwise map,512,model_slice,58660,spike_gemmini_functional,0.128,pass,16.06,119099,gsim,carried pass,,pass,,512,pass,gelu,L0+L1+L2+L3,aligned,16x32,pass,gemmini
SY_host_lane_reduction_f32,f32,,reduction,512,model_slice,1156,spike_gemmini_functional,0.103,pass,16.153,3169,gsim,carried pass,,pass,,512,pass,reduce_sum,L0+L1+L2+L3,aligned,16x32,pass,gemmini
SY_host_only_normalization,f32,,normalization,576,model_slice,26162,spike_gemmini_functional,0.253,pass,17.339,49810,gsim,carried pass,,pass,,512,pass,layernorm,L0+L1+L2+L3,aligned,16x32 + 32 + 32,pass,gemmini
