workload,native_scheme,storage,n_packed_weight_tensors,scale,dequant_placement,compute_dtype,unpack_visibility,status
bitvla,"W1.58 ternary (BitLinear, packed int2: 4 ternary values per i8 byte)",int2_packed_in_i8,153,per_tensor_absmean (w_step buffer),before_matmul (unpack+scale then GEMM; compute f32),f32 (dequant-before-matmul; same placement as the int8 path),recovered (quant_ext.unpack_int2 named op x14); storage + scale + unpack all first-class,recovered_full (native ternary datapath: storage + scale + named unpack op)
